celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_avg_judge_score,week2_avg_judge_score,week3_avg_judge_score,week4_avg_judge_score,week5_avg_judge_score,week6_avg_judge_score,week7_avg_judge_score,week8_avg_judge_score,week9_avg_judge_score,week10_avg_judge_score,week11_avg_judge_score,week1_all_judge_score,week2_all_judge_score,week3_all_judge_score,week4_all_judge_score,week5_all_judge_score,week6_all_judge_score,week7_all_judge_score,week8_all_judge_score,week9_all_judge_score,week10_all_judge_score,week11_all_judge_score,week1_rank_judge_score,week2_rank_judge_score,week3_rank_judge_score,week4_rank_judge_score,week5_rank_judge_score,week6_rank_judge_score,week7_rank_judge_score,week8_rank_judge_score,week9_rank_judge_score,week10_rank_judge_score,week11_rank_judge_score,week1_percent_judge_score,week2_percent_judge_score,week3_percent_judge_score,week4_percent_judge_score,week5_percent_judge_score,week6_percent_judge_score,week7_percent_judge_score,week8_percent_judge_score,week9_percent_judge_score,week10_percent_judge_score,week11_percent_judge_score
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,8,8,8,NA,8,9,8,NA,10,9,10,10,10,9,10,10,9,9,9,9,10,10,10,10,10,10,9,10,9,9,8,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,8,8.333333333333334,9.75,9.75,9,10,9.75,9,10,10,NA,24,25,39,39,36,40,39,36,40,30,NA,3,1,1,1,5,1,1,4,1,1,NA,0.0916030534351145,0.10245901639344263,0.12540192926045016,0.13131313131313133,0.11180124223602485,0.14184397163120568,0.1541501976284585,0.1592920353982301,0.2094240837696335,0.2616285154151521,NA
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,7,7,7,NA,7,7,7,NA,7,7,8,8,8,8,9,8,7,7,7,7,8,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,7,7,7.5,8.25,7,8,NA,NA,NA,NA,NA,21,21,30,33,28,32,NA,NA,NA,NA,NA,7,7,9,4,9,7,NA,NA,NA,NA,NA,0.08015267175572519,0.0860655737704918,0.09646302250803858,0.1111111111111111,0.08695652173913043,0.11347517730496454,NA,NA,NA,NA,NA
Cody Simpson,Witney Carson,Singer/Rapper,NA,Australia,17,18,Eliminated Week 5,9,7,7,8,NA,7,7,8,NA,9,8,9,9,8,7,8,8,9,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,7.333333333333333,7.333333333333333,8.75,7.75,8.5,NA,NA,NA,NA,NA,NA,22,22,35,31,34,NA,NA,NA,NA,NA,NA,6,6,6,8,8,NA,NA,NA,NA,NA,NA,0.08396946564885496,0.09016393442622951,0.11254019292604502,0.10437710437710437,0.10559006211180125,NA,NA,NA,NA,NA,NA
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7,7,7,NA,7,7,7,NA,8,7,8,8,8,8,8,8,9,9,9,9,8,9,8,8,8,9,7.5,8.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,7,7,7.75,8,9,8.25,8.25,NA,NA,NA,NA,21,21,31,32,36,33,33,NA,NA,NA,NA,7,7,8,6,5,6,7,NA,NA,NA,NA,0.08015267175572519,0.0860655737704918,0.09967845659163987,0.10774410774410774,0.11180124223602485,0.11702127659574468,0.13043478260869565,NA,NA,NA,NA
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,NA,Italy,42,19,Eliminated Week 7,8,6,6,6,7,8,7,8,8,7,7,7,8,7,7,7,8,8,6,7,7,7,7,7,7,7,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,7.75,7.25,7.25,7,7,7.375,NA,NA,NA,NA,25,31,29,29,28,28,29.5,NA,NA,NA,NA,10,5,8,6,6,8,7,NA,NA,NA,NA,0.06720430107526881,0.0856353591160221,0.0821529745042493,0.090625,0.10606060606060606,0.09556313993174062,0.11411992263056092,NA,NA,NA,NA
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,8,7,7,8,7,7,8,8,8,8,8,8,6,6,6,6,6,6,6,6,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5,8,6,6,8,NA,NA,NA,NA,NA,30,30,32,24,24,32,NA,NA,NA,NA,NA,6,7,4,10,7,5,NA,NA,NA,NA,NA,0.08064516129032258,0.08287292817679558,0.0906515580736544,0.075,0.09090909090909091,0.10921501706484642,NA,NA,NA,NA,NA
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,8,8,8,8,9,8,9,9,7,8,8,8,10,10,10,9,9,8,8,9,8,8,8,8,8.5,8.5,9,9,8,8,8,8,8.5,9,8.5,9,0,0,0,0,0,0,0,0,8,8.75,7.75,9.75,8.5,8,8.75,8,8.75,NA,NA,32,35,31,39,34,32,35,32,35,NA,NA,3,1,7,2,2,5,2,5,5,NA,NA,0.08602150537634409,0.09668508287292818,0.08781869688385269,0.121875,0.12878787878787878,0.10921501706484642,0.13539651837524178,0.12903225806451613,0.16355140186915887,NA,NA
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7,7,7,8,9,8,8,9,10,10,10,10,9,9,9,9,8,8,8,9,8,7,9,9,8.5,8,8.5,8.5,10.75,10.75,10.75,10.75,9.5,9.5,10,9.5,9.5,9.5,10,10,9.6666,10,9.6666,9.6666,7.25,8.5,10,9,8.25,8.25,8.375,10.75,9.625,9.75,9.749950000000002,29,34,40,36,33,33,33.5,43,38.5,39,38.99980000000001,7,2,1,4,4,4,4,1,1,1,3,0.07795698924731183,0.09392265193370165,0.11331444759206799,0.1125,0.125,0.11262798634812286,0.12959381044487428,0.17338709677419356,0.17990654205607476,0.2136986301369863,0.24946620355267282
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9,9,9,9,8,8,8,8,8,8,8,8,10,10,10,10,8,9,9,8,10,10,9,10,8.5,8.5,8.5,8.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,10,9.5,9,9.5,9.5,10,10,10,10,9,8,8,10,8.5,9.75,8.5,10.25,9.625,9.375,10,36,32,32,40,34,39,34,41,38.5,37.5,40,1,4,4,1,2,1,3,2,1,3,1,0.0967741935483871,0.08839779005524862,0.0906515580736544,0.125,0.12878787878787878,0.13310580204778158,0.13152804642166344,0.16532258064516128,0.17990654205607476,0.2054794520547945,0.25586408499804897
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,6,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05913978494623656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,8,7,8,8,7,7,7,7,7,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,31,28,26,NA,NA,NA,NA,NA,NA,NA,NA,5,8,11,NA,NA,NA,NA,NA,NA,NA,NA,0.08333333333333333,0.07734806629834254,0.07365439093484419,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Chong,Peta Murgatroyd,Comedian,NA,Canada,76,19,Eliminated Week 10,5,7,6,7,7,7,7,7,7,8,10,8,8,7,7,7,7,6,6,5,6,7,7,7,7,7.5,7.5,7.5,7.5,6.75,7.75,7.75,6.75,7,7.5,7,7,8,7.5,8,7.5,0,0,0,0,6.75,7,8.5,7,5.75,7,7.5,7.25,7.125,7.75,NA,27,28,34,28,23,28,30,29,28.5,31,NA,9,8,3,8,8,8,6,6,6,5,NA,0.07258064516129033,0.07734806629834254,0.09631728045325778,0.0875,0.08712121212121213,0.09556313993174062,0.11605415860735009,0.11693548387096774,0.13317757009345793,0.16986301369863013,NA
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5,5,5,5,7,7,7,7,7,9,6,7,8,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7.25,7.25,NA,NA,NA,NA,NA,NA,NA,20,28,29,29,NA,NA,NA,NA,NA,NA,NA,13,8,8,6,NA,NA,NA,NA,NA,NA,NA,0.053763440860215055,0.07734806629834254,0.0821529745042493,0.090625,NA,NA,NA,NA,NA,NA,NA
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7,6,6,6,6,6,6,6,7,7,7,7,6,6,6,7,5,5,5,5,8,7,8,7,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6,7,6.25,5,7.5,7,6.25,NA,NA,NA,25,24,28,25,20,30,28,25,NA,NA,NA,10,12,10,9,9,7,8,7,NA,NA,NA,0.06720430107526881,0.06629834254143646,0.07932011331444759,0.078125,0.07575757575757576,0.10238907849829351,0.10831721470019343,0.10080645161290322,NA,NA,NA
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,7,7,8,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07795698924731183,0.07734806629834254,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8,8,8,8,8,9,8,8,10,10,10,10,8,8,8,9,8,8,8,8,9,9,9,9,9.5,9,9.5,9.5,9.75,9.75,9.75,10.75,9,9.5,9.5,9,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,8,8.25,10,8.25,8,9,9.375,10,9.25,9.5,9.5,32,33,40,33,32,36,37.5,40,37,38,38,3,3,1,5,5,2,1,3,3,2,4,0.08602150537634409,0.09116022099447514,0.11331444759206799,0.103125,0.12121212121212122,0.12286689419795221,0.1450676982591876,0.16129032258064516,0.17289719626168223,0.20821917808219179,0.24307088074814653
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8,8,9,9,8,7,8,8,8,8,8,8,9,10,9,9,9,9,9,9,9,10,8,8,7.5,7.5,8,8,9,9,10,10,9,9.5,9,9,9,9.5,9.5,9,10,9.6666,10,9.6666,8.5,7.75,8,9.25,9,8.75,7.75,9.5,9.125,9.25,9.833300000000001,34,31,32,37,36,35,31,38,36.5,37,39.333200000000005,2,5,4,3,1,3,5,4,4,4,2,0.0913978494623656,0.0856353591160221,0.0906515580736544,0.115625,0.13636363636363635,0.11945392491467577,0.11992263056092843,0.1532258064516129,0.1705607476635514,0.20273972602739726,0.25159883070113154
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6,6,6,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6.25,7,6.25,7,7,NA,NA,NA,NA,NA,NA,25,28,25,28,28,NA,NA,NA,NA,NA,NA,8,6,8,9,5,NA,NA,NA,NA,NA,NA,0.07861635220125786,0.08069164265129683,0.07987220447284345,0.08615384615384615,0.0989399293286219,NA,NA,NA,NA,NA,NA
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6,6,6,7,8,8,8,8,8,8,8,8,10,9,10,10,8,8,9,9,9.5,8.5,9,9.5,9.5,9.5,9.5,10.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6.25,8,8,9.75,8.5,9.125,9.75,NA,NA,NA,NA,25,32,32,39,34,36.5,39,NA,NA,NA,NA,8,2,4,1,4,2,2,NA,NA,NA,NA,0.07861635220125786,0.09221902017291066,0.10223642172523961,0.12,0.12014134275618374,0.12897526501766785,0.15354330708661418,NA,NA,NA,NA
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8,7,8,8,8,8,8,8,9,7,9,9,8,8,9,9,10,9,9,10,10,8.5,9.5,10,9,10,9,9,10,9,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,7.75,8,8.5,8.5,9.5,9.5,9.25,9.75,10,10,NA,31,32,34,34,38,38,37,39,40,40,NA,2,2,1,4,2,1,4,2,1,1,NA,0.09748427672955975,0.09221902017291066,0.10862619808306709,0.10461538461538461,0.13427561837455831,0.13427561837455831,0.14566929133858267,0.18439716312056736,0.25477707006369427,0.3448275862068966,NA
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8,8,8,8,8,8,8,8,8,9,8,8,9,8,9,9,10,9,10,10,9,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10,10,10,10,10,9.5,9.5,10,10,10,10,10,NA,NA,NA,NA,8,8,8.25,8.75,9.75,8.875,9.25,10,9.75,10,NA,32,32,33,35,39,35.5,37,40,39,40,NA,1,2,3,3,1,4,4,1,3,1,NA,0.10062893081761007,0.09221902017291066,0.10543130990415335,0.1076923076923077,0.13780918727915195,0.1254416961130742,0.14566929133858267,0.18912529550827423,0.2484076433121019,0.3448275862068966,NA
Nastia Liukin,Derek Hough,Athlete,NA,Russia,25,20,Eliminated Week 9,4,7,7,8,8,9,8,8,9,9,8,9,8,9,8,9,10,9,9,10,10,9.5,8.5,9,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10,10,10,10,0,0,0,0,NA,NA,NA,NA,7.5,8.5,8.5,9,9.5,9.125,10.25,9.5,10,NA,NA,30,34,34,36,38,36.5,41,38,40,NA,NA,3,1,1,2,2,2,1,3,1,NA,NA,0.09433962264150944,0.09798270893371758,0.10862619808306709,0.11076923076923077,0.13427561837455831,0.12897526501766785,0.16141732283464566,0.17966903073286053,0.25477707006369427,NA,NA
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6,6,7,7,7,7,7,7,6,6,6,6,7,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6.5,7,6,7.5,NA,NA,NA,NA,NA,NA,NA,26,28,24,30,NA,NA,NA,NA,NA,NA,NA,5,6,9,7,NA,NA,NA,NA,NA,NA,NA,0.08176100628930817,0.08069164265129683,0.07667731629392971,0.09230769230769231,NA,NA,NA,NA,NA,NA,NA
Robert Herjavec,Kym Johnson,Entrepreneur,NA,Croatia,52,20,Eliminated Week 8,6,7,7,7,7,7,7,7,7,7,7,8,7,8,9,8,9,6,6,6,6,8.5,8,8.5,8.5,7,8,8,8,7.5,7.5,8.5,7.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,7,7.25,8.5,6,8.375,7.75,7.75,NA,NA,NA,28,28,29,34,24,33.5,31,31,NA,NA,NA,4,6,6,4,9,8,6,6,NA,NA,NA,0.0880503144654088,0.08069164265129683,0.0926517571884984,0.10461538461538461,0.08480565371024736,0.11837455830388692,0.1220472440944882,0.14657210401891252,NA,NA,NA
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6,5,5,6,7,6,7,6,6,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5.5,6.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,22,26,22,NA,NA,NA,NA,NA,NA,NA,NA,11,11,10,NA,NA,NA,NA,NA,NA,NA,NA,0.06918238993710692,0.07492795389048991,0.07028753993610223,NA,NA,NA,NA,NA,NA,NA,NA
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7,6,6,7,7,6,7,7,7,7,8,8,8,8,8,8,7,7,7,7,8.5,8,8.5,9,10.5,8.5,9.5,9.5,8,7.5,8,8,9.5,9.5,9.5,9.5,9,9,9,9,NA,NA,NA,NA,6.5,6.75,7.5,8,7,8.5,9.5,7.875,9.5,9,NA,26,27,30,32,28,34,38,31.5,38,36,NA,5,10,5,6,5,6,3,5,4,3,NA,0.08176100628930817,0.07780979827089338,0.09584664536741214,0.09846153846153846,0.0989399293286219,0.12014134275618374,0.14960629921259844,0.14893617021276595,0.24203821656050956,0.3103448275862069,NA
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6,5,5,6,8,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5.5,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06918238993710692,0.0893371757925072,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7,6,6,6,7,7,7,7,6,5,5,6,8,7,7,8,7,6,7,7,9,8,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6.25,7,5.5,7.5,6.75,8.5,NA,NA,NA,NA,NA,25,28,22,30,27,34,NA,NA,NA,NA,NA,8,6,10,7,7,6,NA,NA,NA,NA,NA,0.07861635220125786,0.08069164265129683,0.07028753993610223,0.09230769230769231,0.09540636042402827,0.12014134275618374,NA,NA,NA,NA,NA
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7,6,6,7,5,6,5,5,7,7,7,7,7,6,7,7,7,6,7,7,9,8,9,9,8,7,8,8,8,7.5,8.5,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6.5,5.25,7,6.75,6.75,8.75,7.75,8,NA,NA,NA,26,21,28,27,27,35,31,32,NA,NA,NA,5,12,7,10,7,5,6,4,NA,NA,NA,0.08176100628930817,0.06051873198847262,0.08945686900958466,0.08307692307692308,0.09540636042402827,0.12367491166077739,0.1220472440944882,0.15130023640661938,NA,NA,NA
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,5,5,5,NA,5.5,5.5,5.5,NA,6,7,6,6,5,6,5,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,5,5.5,6.25,5.333333333333333,NA,NA,NA,NA,NA,NA,NA,15,16.5,25,16,NA,NA,NA,NA,NA,NA,NA,9,12,9,10,NA,NA,NA,NA,NA,NA,NA,0.06,0.06099815157116451,0.08196721311475409,0.06779661016949153,NA,NA,NA,NA,NA,NA,NA
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7,7,8,NA,7.5,7.5,8,NA,9,9,9,9,7,7,7,NA,10,10,10,10,8,7,7,8,9,9.5,9,NA,9.6666,8.6666,8.6666,NA,10,10,10,NA,0,0,0,NA,0,0,0,NA,7.333333333333333,7.666666666666667,9,7,10,7.5,9.166666666666666,8.999933333333333,10,NA,NA,22,23,36,21,40,30,27.5,26.9998,30,NA,NA,5,3,1,8,1,7,5,5,1,NA,NA,0.088,0.08502772643253234,0.1180327868852459,0.08898305084745763,0.132890365448505,0.09584664536741214,0.1244343891402715,0.13917465724120795,0.182370820668693,NA,NA
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8,8,7,NA,7.5,7.5,7.5,NA,7,8,8,8,9,8,8,NA,10,10,9,10,10,9,9,10,9,10,9,NA,9.6666,9.6666,9.6666,NA,9,9,9,NA,10,10.5,11,NA,10,10,10,NA,7.666666666666667,7.5,7.75,8.333333333333334,9.75,9.5,9.333333333333334,9.6666,9,10.5,10,23,22.5,31,25,39,38,28,28.9998,27,31.5,30,3,4,6,5,2,5,2,2,4,1,1,0.092,0.08317929759704251,0.10163934426229508,0.1059322033898305,0.12956810631229235,0.12140575079872204,0.12669683257918551,0.14948396747618806,0.1641337386018237,0.26582278481012656,0.25423750359110475
Victor Espinoza,Karina Smirnoff,Athlete,NA,Mexico,43,21,Eliminated Week 2,12,5,5,5,NA,6.5,5.5,6.5,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,5,6.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.06839186691312385,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,8,7,7,NA,7.5,7,8,NA,8,8,9,8,8,8,8,NA,8,7,7,7,8,8,7,7,9,9,8.5,NA,9,8,8,NA,8.5,8.5,8.5,NA,9.5,9.5,9.5,NA,9.3333,9.3333,9.3333,NA,7.333333333333333,7.5,8.25,8,7.25,7.5,8.833333333333334,8.333333333333334,8.5,9.5,9.3333,22,22.5,33,24,29,30,26.5,25,25.5,28.5,27.999899999999997,5,4,3,6,7,7,8,6,5,3,4,0.088,0.08317929759704251,0.10819672131147541,0.1016949152542373,0.09634551495016612,0.09584664536741214,0.11990950226244344,0.12886637793725134,0.15501519756838905,0.24050632911392406,0.23728748922668577
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,5,4,4,NA,5,5,5,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,4.333333333333333,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,0.05545286506469501,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,7,7,7,NA,7.5,7.5,7,NA,7,7,8,7,7,8,8,NA,9,9,9,9,10,10,10,10,9.5,9.5,9,NA,8.6666,7.6666,7.6666,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,7,7.333333333333333,7.25,7.666666666666667,9,10,9.333333333333334,7.999933333333334,NA,NA,NA,21,22,29,23,36,40,28,23.9998,NA,NA,NA,7,8,8,7,4,1,2,7,NA,NA,NA,0.084,0.08133086876155268,0.09508196721311475,0.09745762711864407,0.11960132890365449,0.12779552715654952,0.12669683257918551,0.1237106918887378,NA,NA,NA
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8,7,8,NA,8,8,8.5,NA,8,9,8,8,9,9,9,NA,7,7,8,7,10,10,10,10,9,9,9,NA,9,9,10,NA,8.5,8,8,NA,0,0,0,NA,0,0,0,NA,7.666666666666667,8.166666666666666,8.25,9,7.25,10,9,9.333333333333334,8.166666666666666,NA,NA,23,24.5,33,27,29,40,27,28,24.5,NA,NA,3,1,3,2,7,1,6,3,6,NA,NA,0.092,0.09057301293900184,0.10819672131147541,0.11440677966101695,0.09634551495016612,0.12779552715654952,0.12217194570135746,0.1443303432897215,0.14893617021276595,NA,NA
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,8,8,8,NA,7.5,7.5,7.5,NA,9,9,9,9,9,9,9,NA,9,9,8,9,9,10,10,10,9,9,9,NA,11,11,11,NA,9,9,9.5,NA,9,9,9,NA,10,10,10,NA,8,7.5,9,9,8.75,9.75,9,11,9.166666666666666,9,10,24,22.5,36,27,35,39,27,33,27.5,27,30,1,4,1,2,5,4,6,1,3,4,1,0.096,0.08317929759704251,0.1180327868852459,0.11440677966101695,0.11627906976744186,0.12460063897763578,0.12217194570135746,0.17010361887717176,0.16717325227963525,0.22784810126582278,0.25423750359110475
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7,7,7,NA,8,7,7.5,NA,7,8,7,8,9,9,9,NA,8,8,7,7,8,8,8,8,9,9.5,9.5,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,7,7.5,7.5,9,7.5,8,9.333333333333334,NA,NA,NA,NA,21,22.5,30,27,30,32,28,NA,NA,NA,NA,7,4,7,2,6,6,2,NA,NA,NA,NA,0.084,0.08317929759704251,0.09836065573770492,0.11440677966101695,0.09966777408637874,0.10223642172523961,0.12669683257918551,NA,NA,NA,NA
Bindi Irwin,Derek Hough,TV Personality,NA,Australia,17,21,1st Place,1,8,8,8,NA,8,8,8,NA,8,8,8,8,9,9,10,NA,9,9,10,9,10,10,10,10,9.5,10,9.5,NA,10,9,9,NA,10,10,10,NA,10.5,10.5,10.5,NA,10,10,10,NA,8,8,8,9.333333333333334,9.25,10,9.666666666666666,9.333333333333334,10,10.5,10,24,24,32,28,37,40,29,28,30,31.5,30,1,2,5,1,3,1,1,3,1,1,1,0.096,0.08872458410351201,0.10491803278688525,0.11864406779661017,0.12292358803986711,0.12779552715654952,0.13122171945701358,0.1443303432897215,0.182370820668693,0.26582278481012656,0.25423750359110475
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,4,4,4,NA,6.5,6,6,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,4,6.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,0.06839186691312385,NA,NA,NA,NA,NA,NA,NA,NA,NA
